feature	method	group1	group2	p_values	adj_method	p_adjust	description
EC:1.1.1.49	limma voom	negative	positive	0.878907525518185	BH	0.979771330530892	Glucose-6-phosphate dehydrogenase (NADP(+))
EC:1.1.1.56	limma voom	negative	positive	0.0155333356121671	BH	0.188868901880389	Ribitol 2-dehydrogenase
EC:1.1.1.57	limma voom	negative	positive	0.608228454210709	BH	0.87321998809706	Fructuronate reductase
EC:1.1.1.58	limma voom	negative	positive	0.156038086881358	BH	0.601861192256667	Tagaturonate reductase
EC:1.1.1.6	limma voom	negative	positive	0.797149083120568	BH	0.951571692755547	Glycerol dehydrogenase
EC:1.1.1.60	limma voom	negative	positive	0.18870617593671	BH	0.640660676364357	2-hydroxy-3-oxopropionate reductase
EC:1.1.1.61	limma voom	negative	positive	0.296842931664489	BH	0.742246840976902	4-hydroxybutyrate dehydrogenase
EC:1.1.1.67	limma voom	negative	positive	0.902449319845658	BH	0.980372760280909	Mannitol 2-dehydrogenase
EC:1.1.1.69	limma voom	negative	positive	0.388743997483434	BH	0.773314449061997	Gluconate 5-dehydrogenase
EC:1.1.1.76	limma voom	negative	positive	0.640290935203941	BH	0.892149863354578	(S,S)-butanediol dehydrogenase
EC:1.1.1.77	limma voom	negative	positive	0.527788434765614	BH	0.831776451699285	Lactaldehyde reductase
EC:1.1.1.79	limma voom	negative	positive	0.210042078341388	BH	0.660247415486595	Glyoxylate reductase (NADP(+))
EC:1.1.1.81	limma voom	negative	positive	0.319248106310679	BH	0.759248087029024	Hydroxypyruvate reductase
EC:1.1.1.83	limma voom	negative	positive	0.659665872469182	BH	0.905029302336591	D-malate dehydrogenase (decarboxylating)
EC:1.1.1.85	limma voom	negative	positive	0.899148590911318	BH	0.979771330530892	3-isopropylmalate dehydrogenase
EC:1.1.1.86	limma voom	negative	positive	0.212500805643236	BH	0.662482348111695	Ketol-acid reductoisomerase (NADP(+))
EC:1.1.1.87	limma voom	negative	positive	0.388487931338722	BH	0.773314449061997	Homoisocitrate dehydrogenase
EC:1.1.1.88	limma voom	negative	positive	0.593395374625613	BH	0.862608003018706	Hydroxymethylglutaryl-CoA reductase
EC:1.1.1.9	limma voom	negative	positive	0.409850992161279	BH	0.775108563618611	D-xylulose reductase
EC:1.1.1.90	limma voom	negative	positive	0.181719893152618	BH	0.628319630561594	Aryl-alcohol dehydrogenase
EC:1.1.1.91	limma voom	negative	positive	0.684704456369787	BH	0.912309924531458	Aryl-alcohol dehydrogenase (NADP(+))
EC:1.1.1.93	limma voom	negative	positive	0.659665872469182	BH	0.905029302336591	Tartrate dehydrogenase
EC:1.1.1.94	limma voom	negative	positive	0.446347395616308	BH	0.79254721310594	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))
EC:1.1.1.95	limma voom	negative	positive	0.286236943788292	BH	0.742246840976902	Phosphoglycerate dehydrogenase
EC:1.1.2.3	limma voom	negative	positive	0.0210847182021258	BH	0.241753869929756	L-lactate dehydrogenase (cytochrome)
EC:1.1.2.4	limma voom	negative	positive	0.132105387395388	BH	0.55673971124059	D-lactate dehydrogenase (cytochrome)
EC:1.1.2.8	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	Alcohol dehydrogenase (cytochrome c)
EC:1.1.3.15	limma voom	negative	positive	0.326559371747467	BH	0.75972538800174	(S)-2-hydroxy-acid oxidase
EC:1.1.3.21	limma voom	negative	positive	0.0634112237587966	BH	0.42182248848243	Glycerol-3-phosphate oxidase
EC:1.1.3.46	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	4-hydroxymandelate oxidase
EC:1.1.3.48	limma voom	negative	positive	0.32754716176461	BH	0.75972538800174	3-deoxy-alpha-D-manno-octulosonate 8-oxidase
EC:1.1.5.2	limma voom	negative	positive	0.00996562398902404	BH	0.156954678559394	Quinoprotein glucose dehydrogenase (PQQ, quinone)
EC:1.1.5.3	limma voom	negative	positive	0.2273408762212	BH	0.680033476891812	Glycerol-3-phosphate dehydrogenase
EC:1.1.5.4	limma voom	negative	positive	0.00198374610157584	BH	0.0931864675195243	Malate dehydrogenase (quinone)
EC:1.1.5.6	limma voom	negative	positive	0.00545159623868082	BH	0.127583676039855	Formate dehydrogenase-N
EC:1.1.5.8	limma voom	negative	positive	0.0106035453862495	BH	0.156954678559394	Quinate dehydrogenase (quinone)
EC:1.1.99.1	limma voom	negative	positive	0.225159939573058	BH	0.677806990074127	Choline dehydrogenase
EC:1.1.99.3	limma voom	negative	positive	0.00323401496150721	BH	0.112031159798627	Gluconate 2-dehydrogenase (acceptor)
EC:1.10.2.2	limma voom	negative	positive	0.905545176884304	BH	0.980873713722467	Quinol--cytochrome-c reductase
EC:1.10.9.1	limma voom	negative	positive	0.0936909396081274	BH	0.476500180389257	Plastoquinol--plastocyanin reductase
EC:1.11.1.1	limma voom	negative	positive	0.18551760527468	BH	0.63665480987722	NADH peroxidase
EC:1.11.1.10	limma voom	negative	positive	0.151657881528668	BH	0.593993797653041	Chloride peroxidase
EC:1.11.1.15	limma voom	negative	positive	0.222203853754356	BH	0.672102595540358	Peroxiredoxin
EC:1.11.1.21	limma voom	negative	positive	8.14277217935356e-05	BH	0.0124584414344109	Catalase peroxidase
EC:1.11.1.5	limma voom	negative	positive	0.672755108464734	BH	0.912309924531458	Cytochrome-c peroxidase
EC:1.11.1.6	limma voom	negative	positive	0.484882615213432	BH	0.810012302523915	Catalase
EC:1.11.1.9	limma voom	negative	positive	0.756830099027328	BH	0.939309977117635	Glutathione peroxidase
EC:1.11.2.4	limma voom	negative	positive	0.382455377591714	BH	0.773314449061997	Fatty-acid peroxygenase
EC:1.12.1.2	limma voom	negative	positive	0.707669552342133	BH	0.924434414306803	Hydrogen dehydrogenase
EC:1.12.1.3	limma voom	negative	positive	0.276769035994361	BH	0.734061315233702	Hydrogen dehydrogenase (NADP(+))
EC:1.12.2.1	limma voom	negative	positive	0.380204167180475	BH	0.773314449061997	Cytochrome-c3 hydrogenase
EC:1.12.5.1	limma voom	negative	positive	0.693983674098005	BH	0.919742665181916	Hydrogen:quinone oxidoreductase
EC:1.12.7.2	limma voom	negative	positive	0.864698739441394	BH	0.974577584784776	Ferredoxin hydrogenase
EC:1.12.98.1	limma voom	negative	positive	0.772327563839776	BH	0.946915438249809	Coenzyme F420 hydrogenase
EC:1.12.98.2	limma voom	negative	positive	0.382410489608702	BH	0.773314449061997	5,10-methenyltetrahydromethanopterin hydrogenase
EC:1.12.99.6	limma voom	negative	positive	0.179562835746153	BH	0.626235403763888	Hydrogenase (acceptor)
EC:1.13.11.1	limma voom	negative	positive	0.0132006740727062	BH	0.169209462034883	Catechol 1,2-dioxygenase
EC:1.13.11.11	limma voom	negative	positive	0.0364186390130093	BH	0.31689393946865	Tryptophan 2,3-dioxygenase
EC:1.13.11.15	limma voom	negative	positive	0.0021213040575712	BH	0.0931864675195243	3,4-dihydroxyphenylacetate 2,3-dioxygenase
EC:1.13.11.16	limma voom	negative	positive	0.00965065374507776	BH	0.156954678559394	3-carboxyethylcatechol 2,3-dioxygenase
EC:1.13.11.2	limma voom	negative	positive	0.25808403355875	BH	0.714694246778077	Catechol 2,3-dioxygenase
EC:1.13.11.27	limma voom	negative	positive	0.000524332990577963	BH	0.0437579713955064	4-hydroxyphenylpyruvate dioxygenase
EC:1.13.11.3	limma voom	negative	positive	0.188605748334278	BH	0.640660676364357	Protocatechuate 3,4-dioxygenase
EC:1.13.11.33	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	Arachidonate 15-lipoxygenase
EC:1.13.11.4	limma voom	negative	positive	0.153922271410972	BH	0.597416544075175	Gentisate 1,2-dioxygenase
EC:1.13.11.41	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	2,4'-dihydroxyacetophenone dioxygenase
EC:1.13.11.49	limma voom	negative	positive	0.673961448573818	BH	0.912309924531458	Chlorite O(2)-lyase
EC:1.13.11.5	limma voom	negative	positive	0.0140538985447188	BH	0.173174212940293	Homogentisate 1,2-dioxygenase
EC:1.13.11.53	limma voom	negative	positive	0.0107510771220793	BH	0.156954678559394	Acireductone dioxygenase (Ni(2+)-requiring)
EC:1.13.11.54	limma voom	negative	positive	0.0107510771220793	BH	0.156954678559394	Acireductone dioxygenase (Fe(2+)-requiring)
EC:1.13.11.57	limma voom	negative	positive	0.0276785269058698	BH	0.278551050746348	Gallate dioxygenase
EC:1.13.11.75	limma voom	negative	positive	0.0936909396081274	BH	0.476500180389257	All-trans-8'-apo-beta-carotenal 15,15'-oxygenase
EC:1.13.11.79	limma voom	negative	positive	0.787228148808755	BH	0.946915438249809	5,6-dimethylbenzimidazole synthase
EC:1.13.12.16	limma voom	negative	positive	0.176622135794176	BH	0.624891185707168	Nitronate monooxygenase
EC:1.13.12.4	limma voom	negative	positive	0.853428945990693	BH	0.970998555914159	Lactate 2-monooxygenase
EC:1.14.11.1	limma voom	negative	positive	0.250829897029071	BH	0.708446907368781	Gamma-butyrobetaine dioxygenase
EC:1.14.11.17	limma voom	negative	positive	0.0631217606784723	BH	0.42182248848243	Taurine dioxygenase
EC:1.14.11.18	limma voom	negative	positive	0.791399375449168	BH	0.947820778424444	Phytanoyl-CoA dioxygenase
EC:1.14.11.33	limma voom	negative	positive	0.0107159623366356	BH	0.156954678559394	DNA oxidative demethylase
EC:1.14.11.47	limma voom	negative	positive	0.0287414274321798	BH	0.281237248149182	50S ribosomal protein L16 3-hydroxylase
EC:1.14.12.1	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	Anthranilate 1,2-dioxygenase (deaminating, decarboxylating)
EC:1.14.12.10	limma voom	negative	positive	0.0138196249057664	BH	0.17143804950667	Benzoate 1,2-dioxygenase
EC:1.14.12.17	limma voom	negative	positive	0.145270711178371	BH	0.581082844713484	Nitric oxide dioxygenase
EC:1.14.12.19	limma voom	negative	positive	0.116850860325026	BH	0.530433640389903	3-phenylpropanoate dioxygenase
EC:1.14.13.1	limma voom	negative	positive	0.106714657888532	BH	0.508904186709986	Salicylate 1-monooxygenase
EC:1.14.13.113	limma voom	negative	positive	0.0126866134430601	BH	0.16855177782323	FAD-dependent urate hydroxylase
EC:1.14.13.127	limma voom	negative	positive	0.00934462336493211	BH	0.156954678559394	3-(3-hydroxy-phenyl)propanoic acid hydroxylase
EC:1.14.13.129	limma voom	negative	positive	0.0235586085449125	BH	0.255602882654022	Beta-carotene 3-hydroxylase
EC:1.14.13.149	limma voom	negative	positive	0.00304329655660857	BH	0.111572732519998	Phenylacetyl-CoA 1,2-epoxidase
EC:1.14.13.182	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	2-heptyl-3-hydroxy-4(1H)-quinolone synthase
EC:1.14.13.2	limma voom	negative	positive	0.013363492372036	BH	0.169209462034883	4-hydroxybenzoate 3-monooxygenase
EC:1.14.13.59	limma voom	negative	positive	0.0783470256270708	BH	0.476500180389257	L-lysine N(6)-monooxygenase (NADPH)
EC:1.14.13.81	limma voom	negative	positive	0.0936909396081274	BH	0.476500180389257	Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
EC:1.14.13.82	limma voom	negative	positive	0.0137641210934956	BH	0.17143804950667	Vanillate monooxygenase
EC:1.14.13.83	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	Precorrin-3B synthase
EC:1.14.13.9	limma voom	negative	positive	0.0364186390130093	BH	0.31689393946865	Kynurenine 3-monooxygenase
EC:1.14.14.5	limma voom	negative	positive	0.0102021292982473	BH	0.156954678559394	Alkanesulfonate monooxygenase
EC:1.14.14.9	limma voom	negative	positive	0.472397668451377	BH	0.803851449455702	4-hydroxyphenylacetate 3-monooxygenase
EC:1.14.15.3	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	Alkane 1-monooxygenase
EC:1.14.16.1	limma voom	negative	positive	0.791399375449168	BH	0.947820778424444	Phenylalanine 4-monooxygenase
EC:1.14.19.1	limma voom	negative	positive	0.199017025603133	BH	0.649014669640057	Stearoyl-CoA 9-desaturase
EC:1.14.19.2	limma voom	negative	positive	0.0320228415716175	BH	0.297450900644909	Stearoyl-[acyl-carrier-protein] 9-desaturase
EC:1.14.19.3	limma voom	negative	positive	0.00493362632533007	BH	0.127583676039855	Acyl-CoA 6-desaturase
EC:1.14.99.46	limma voom	negative	positive	0.0109975702380528	BH	0.15698789815145	Pyrimidine monooxygenase
EC:1.14.99.50	limma voom	negative	positive	0.196875420079378	BH	0.647561139279575	Gamma-glutamyl hercynylcysteine S-oxide synthase
EC:1.15.1.1	limma voom	negative	positive	0.364334815897077	BH	0.773314449061997	Superoxide dismutase
EC:1.15.1.2	limma voom	negative	positive	0.807020937118119	BH	0.956546443220701	Superoxide reductase
EC:1.16.1.1	limma voom	negative	positive	0.486088891893404	BH	0.810589650786821	Mercury(II) reductase
EC:1.16.1.10	limma voom	negative	positive	0.880055050656359	BH	0.979771330530892	Ferric-chelate reductase (NAD(P)H)
EC:1.16.1.3	limma voom	negative	positive	0.00579080777145551	BH	0.127583676039855	Aquacobalamin reductase
EC:1.16.1.9	limma voom	negative	positive	0.0102483300323575	BH	0.156954678559394	Ferric-chelate reductase (NADPH)
EC:1.16.3.1	limma voom	negative	positive	0.739518209210108	BH	0.936517298351031	Ferroxidase
EC:1.16.3.2	limma voom	negative	positive	0.664136804785761	BH	0.908610412508686	Bacterial non-heme ferritin
EC:1.17.1.1	limma voom	negative	positive	0.900258297715477	BH	0.979771330530892	CDP-4-dehydro-6-deoxyglucose reductase
EC:1.17.1.2	limma voom	negative	positive	0.636826829545845	BH	0.891628155013638	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EC:1.17.1.4	limma voom	negative	positive	0.113901433100197	BH	0.524824964033148	Xanthine dehydrogenase
EC:1.17.1.8	limma voom	negative	positive	0.0908451963582845	BH	0.476500180389257	4-hydroxy-tetrahydrodipicolinate reductase
EC:1.17.2.1	limma voom	negative	positive	0.989212452221021	BH	0.996428833203647	Nicotinate dehydrogenase (cytochrome)
EC:1.17.4.1	limma voom	negative	positive	0.374391756817796	BH	0.773314449061997	Ribonucleoside-diphosphate reductase
EC:1.17.4.2	limma voom	negative	positive	0.624185057132394	BH	0.882025308493021	Ribonucleoside-triphosphate reductase
EC:1.17.7.1	limma voom	negative	positive	0.495355497087698	BH	0.816402776169671	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)
EC:1.17.7.3	limma voom	negative	positive	0.495355497087698	BH	0.816402776169671	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
EC:1.17.99.6	limma voom	negative	positive	0.177842203339773	BH	0.624891185707168	Epoxyqueuosine reductase
EC:1.18.1.1	limma voom	negative	positive	0.683045917727439	BH	0.912309924531458	Rubredoxin--NAD(+) reductase
EC:1.18.1.2	limma voom	negative	positive	0.11215205053866	BH	0.523946984195877	Ferredoxin--NADP(+) reductase
EC:1.18.1.3	limma voom	negative	positive	0.214404931769848	BH	0.66289632976709	Ferredoxin--NAD(+) reductase
EC:1.18.6.1	limma voom	negative	positive	0.365269222298476	BH	0.773314449061997	Nitrogenase
EC:1.2.1.10	limma voom	negative	positive	0.896478470170027	BH	0.979771330530892	Acetaldehyde dehydrogenase (acetylating)
EC:1.2.1.11	limma voom	negative	positive	0.20260552367977	BH	0.651460142690119	Aspartate-semialdehyde dehydrogenase
EC:1.2.1.12	limma voom	negative	positive	0.0211995495962368	BH	0.241753869929756	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
EC:1.2.1.16	limma voom	negative	positive	0.0624178786410453	BH	0.42182248848243	Succinate-semialdehyde dehydrogenase (NAD(P)(+))
EC:1.2.1.18	limma voom	negative	positive	0.515555446346512	BH	0.824529442066373	Malonate-semialdehyde dehydrogenase (acetylating)
EC:1.2.1.19	limma voom	negative	positive	0.00534268752062011	BH	0.127583676039855	Aminobutyraldehyde dehydrogenase
EC:1.2.1.2	limma voom	negative	positive	0.105345592728644	BH	0.506320702224582	Formate dehydrogenase
EC:1.2.1.20	limma voom	negative	positive	0.0912589380127777	BH	0.476500180389257	Glutarate-semialdehyde dehydrogenase
EC:1.2.1.21	limma voom	negative	positive	0.568173730549262	BH	0.853176124791124	Glycolaldehyde dehydrogenase
EC:1.2.1.22	limma voom	negative	positive	0.784563379363223	BH	0.946915438249809	Lactaldehyde dehydrogenase
EC:1.2.1.24	limma voom	negative	positive	0.0107159623366356	BH	0.156954678559394	Succinate-semialdehyde dehydrogenase (NAD(+))
EC:1.2.1.27	limma voom	negative	positive	0.515555446346512	BH	0.824529442066373	Methylmalonate-semialdehyde dehydrogenase (CoA acylating)
