feature	method	group1	group2	p_values	adj_method	p_adjust	description
EC:1.1.1.308	LinDA	negative	positive	0.929824958044343	BH	0.999791598211958	Sulfopropanediol 3-dehydrogenase
EC:1.1.1.31	LinDA	negative	positive	0.616162651090665	BH	0.999791598211958	3-hydroxyisobutyrate dehydrogenase
EC:1.1.1.310	LinDA	negative	positive	0.652052029901789	BH	0.999791598211958	(S)-sulfolactate dehydrogenase
EC:1.1.1.313	LinDA	negative	positive	0.0219984408632282	BH	0.292674908875993	Sulfoacetaldehyde reductase
EC:1.1.1.320	LinDA	negative	positive	0.771862931184651	BH	0.999791598211958	Benzil reductase ((S)-benzoin forming)
EC:1.1.1.333	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase
EC:1.1.1.335	LinDA	negative	positive	0.242345040837424	BH	0.999791598211958	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase
EC:1.1.1.336	LinDA	negative	positive	0.832859702765368	BH	0.999791598211958	UDP-N-acetyl-D-mannosamine dehydrogenase
EC:1.1.1.337	LinDA	negative	positive	0.824442496487213	BH	0.999791598211958	L-2-hydroxycarboxylate dehydrogenase (NAD(+))
EC:1.1.1.339	LinDA	negative	positive	0.116983968084231	BH	0.75098799091835	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))
EC:1.1.1.34	LinDA	negative	positive	0.363924042486981	BH	0.999791598211958	Hydroxymethylglutaryl-CoA reductase (NADPH)
EC:1.1.1.343	LinDA	negative	positive	0.46103575294536	BH	0.999791598211958	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)
EC:1.1.1.346	LinDA	negative	positive	0.225168298851982	BH	0.999791598211958	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)
EC:1.1.1.35	LinDA	negative	positive	0.151405795468715	BH	0.841563331749871	3-hydroxyacyl-CoA dehydrogenase
EC:1.1.1.350	LinDA	negative	positive	0.673015764702925	BH	0.999791598211958	Ureidoglycolate dehydrogenase (NAD(+))
EC:1.1.1.36	LinDA	negative	positive	0.92178720200024	BH	0.999791598211958	Acetoacetyl-CoA reductase
EC:1.1.1.363	LinDA	negative	positive	0.873881418337709	BH	0.999791598211958	Glucose-6-phosphate dehydrogenase (NAD(P)(+))
EC:1.1.1.367	LinDA	negative	positive	0.546259339968365	BH	0.999791598211958	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
EC:1.1.1.369	LinDA	negative	positive	0.694541986377194	BH	0.999791598211958	D-chiro-inositol 1-dehydrogenase
EC:1.1.1.37	LinDA	negative	positive	0.914271017654547	BH	0.999791598211958	Malate dehydrogenase
EC:1.1.1.370	LinDA	negative	positive	0.238380545554416	BH	0.999791598211958	Scyllo-inositol 2-dehydrogenase (NAD(+))
EC:1.1.1.373	LinDA	negative	positive	0.00409702137593213	BH	0.107620123219015	Sulfolactaldehyde 3-reductase
EC:1.1.1.374	LinDA	negative	positive	0.35010195647403	BH	0.999791598211958	UDP-N-acetylglucosamine 3-dehydrogenase
EC:1.1.1.38	LinDA	negative	positive	0.769789662396291	BH	0.999791598211958	Malate dehydrogenase (oxaloacetate-decarboxylating)
EC:1.1.1.380	LinDA	negative	positive	0.875994280311878	BH	0.999791598211958	L-gulonate 5-dehydrogenase
EC:1.1.1.381	LinDA	negative	positive	0.111742018284808	BH	0.74875308602521	3-hydroxy acid dehydrogenase
EC:1.1.1.39	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Malate dehydrogenase (decarboxylating)
EC:1.1.1.4	LinDA	negative	positive	0.591490916455118	BH	0.999791598211958	(R,R)-butanediol dehydrogenase
EC:1.1.1.40	LinDA	negative	positive	0.974747240879701	BH	0.999791598211958	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))
EC:1.1.1.41	LinDA	negative	positive	0.35395837106376	BH	0.999791598211958	Isocitrate dehydrogenase (NAD(+))
EC:1.1.1.42	LinDA	negative	positive	0.78525844217379	BH	0.999791598211958	Isocitrate dehydrogenase (NADP(+))
EC:1.1.1.43	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Phosphogluconate 2-dehydrogenase
EC:1.1.1.44	LinDA	negative	positive	0.46103575294536	BH	0.999791598211958	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)
EC:1.1.1.47	LinDA	negative	positive	0.540937408476198	BH	0.999791598211958	Glucose 1-dehydrogenase (NAD(P)(+))
EC:1.1.1.49	LinDA	negative	positive	0.873881418337709	BH	0.999791598211958	Glucose-6-phosphate dehydrogenase (NADP(+))
EC:1.1.1.56	LinDA	negative	positive	0.0143300806118945	BH	0.222966339012189	Ribitol 2-dehydrogenase
EC:1.1.1.57	LinDA	negative	positive	0.945614489558732	BH	0.999791598211958	Fructuronate reductase
EC:1.1.1.58	LinDA	negative	positive	0.628828381265171	BH	0.999791598211958	Tagaturonate reductase
EC:1.1.1.6	LinDA	negative	positive	0.35140050318631	BH	0.999791598211958	Glycerol dehydrogenase
EC:1.1.1.60	LinDA	negative	positive	0.63939968742405	BH	0.999791598211958	2-hydroxy-3-oxopropionate reductase
EC:1.1.1.61	LinDA	negative	positive	0.439589522320003	BH	0.999791598211958	4-hydroxybutyrate dehydrogenase
EC:1.1.1.67	LinDA	negative	positive	0.915220097143661	BH	0.999791598211958	Mannitol 2-dehydrogenase
EC:1.1.1.69	LinDA	negative	positive	0.493452749180494	BH	0.999791598211958	Gluconate 5-dehydrogenase
EC:1.1.1.76	LinDA	negative	positive	0.660993920824031	BH	0.999791598211958	(S,S)-butanediol dehydrogenase
EC:1.1.1.77	LinDA	negative	positive	0.801315594187495	BH	0.999791598211958	Lactaldehyde reductase
EC:1.1.1.79	LinDA	negative	positive	0.196611960045207	BH	0.949946206955263	Glyoxylate reductase (NADP(+))
EC:1.1.1.81	LinDA	negative	positive	0.190413741746663	BH	0.942317061581869	Hydroxypyruvate reductase
EC:1.1.1.83	LinDA	negative	positive	0.741856174793642	BH	0.999791598211958	D-malate dehydrogenase (decarboxylating)
EC:1.1.1.85	LinDA	negative	positive	0.887850553465778	BH	0.999791598211958	3-isopropylmalate dehydrogenase
EC:1.1.1.86	LinDA	negative	positive	0.901154199268663	BH	0.999791598211958	Ketol-acid reductoisomerase (NADP(+))
EC:1.1.1.87	LinDA	negative	positive	0.35010195647403	BH	0.999791598211958	Homoisocitrate dehydrogenase
EC:1.1.1.88	LinDA	negative	positive	0.558167965849265	BH	0.999791598211958	Hydroxymethylglutaryl-CoA reductase
EC:1.1.1.9	LinDA	negative	positive	0.362110159324751	BH	0.999791598211958	D-xylulose reductase
EC:1.1.1.90	LinDA	negative	positive	0.140739840505541	BH	0.825998977813324	Aryl-alcohol dehydrogenase
EC:1.1.1.91	LinDA	negative	positive	0.705554151193321	BH	0.999791598211958	Aryl-alcohol dehydrogenase (NADP(+))
EC:1.1.1.93	LinDA	negative	positive	0.741856174793642	BH	0.999791598211958	Tartrate dehydrogenase
EC:1.1.1.94	LinDA	negative	positive	0.914521497234522	BH	0.999791598211958	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))
EC:1.1.1.95	LinDA	negative	positive	0.77775544706364	BH	0.999791598211958	Phosphoglycerate dehydrogenase
EC:1.1.2.3	LinDA	negative	positive	0.012434214190187	BH	0.203832296903423	L-lactate dehydrogenase (cytochrome)
EC:1.1.2.4	LinDA	negative	positive	0.125361165508962	BH	0.780213897879506	D-lactate dehydrogenase (cytochrome)
EC:1.1.2.8	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Alcohol dehydrogenase (cytochrome c)
EC:1.1.3.15	LinDA	negative	positive	0.365766119882233	BH	0.999791598211958	(S)-2-hydroxy-acid oxidase
EC:1.1.3.21	LinDA	negative	positive	0.0407294023744175	BH	0.426634221486275	Glycerol-3-phosphate oxidase
EC:1.1.3.46	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	4-hydroxymandelate oxidase
EC:1.1.3.48	LinDA	negative	positive	0.283571192278219	BH	0.999791598211958	3-deoxy-alpha-D-manno-octulosonate 8-oxidase
EC:1.1.5.2	LinDA	negative	positive	0.00382757208465461	BH	0.107620123219015	Quinoprotein glucose dehydrogenase (PQQ, quinone)
EC:1.1.5.3	LinDA	negative	positive	0.450349896503062	BH	0.999791598211958	Glycerol-3-phosphate dehydrogenase
EC:1.1.5.4	LinDA	negative	positive	0.000671264008328836	BH	0.0809110455408616	Malate dehydrogenase (quinone)
EC:1.1.5.6	LinDA	negative	positive	0.00210297357587559	BH	0.0809110455408616	Formate dehydrogenase-N
EC:1.1.5.8	LinDA	negative	positive	0.00952160936028444	BH	0.177134772419369	Quinate dehydrogenase (quinone)
EC:1.1.99.1	LinDA	negative	positive	0.225730402979745	BH	0.999791598211958	Choline dehydrogenase
EC:1.1.99.3	LinDA	negative	positive	0.00272451357311243	BH	0.0943812626459325	Gluconate 2-dehydrogenase (acceptor)
EC:1.10.2.2	LinDA	negative	positive	0.985672126133489	BH	0.999791598211958	Quinol--cytochrome-c reductase
EC:1.10.9.1	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Plastoquinol--plastocyanin reductase
EC:1.11.1.1	LinDA	negative	positive	0.158122957771517	BH	0.86146513492138	NADH peroxidase
EC:1.11.1.10	LinDA	negative	positive	0.149348039419014	BH	0.841351757018	Chloride peroxidase
EC:1.11.1.15	LinDA	negative	positive	0.993884258193488	BH	0.999791598211958	Peroxiredoxin
EC:1.11.1.21	LinDA	negative	positive	3.62202289058851e-05	BH	0.0332501701356025	Catalase peroxidase
EC:1.11.1.5	LinDA	negative	positive	0.905686926194591	BH	0.999791598211958	Cytochrome-c peroxidase
EC:1.11.1.6	LinDA	negative	positive	0.511358413937513	BH	0.999791598211958	Catalase
EC:1.11.1.9	LinDA	negative	positive	0.653591047921482	BH	0.999791598211958	Glutathione peroxidase
EC:1.11.2.4	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Fatty-acid peroxygenase
EC:1.12.1.2	LinDA	negative	positive	0.763299531293469	BH	0.999791598211958	Hydrogen dehydrogenase
EC:1.12.1.3	LinDA	negative	positive	0.607044946038636	BH	0.999791598211958	Hydrogen dehydrogenase (NADP(+))
EC:1.12.2.1	LinDA	negative	positive	0.321578268622897	BH	0.999791598211958	Cytochrome-c3 hydrogenase
EC:1.12.5.1	LinDA	negative	positive	0.704824080477599	BH	0.999791598211958	Hydrogen:quinone oxidoreductase
EC:1.12.7.2	LinDA	negative	positive	0.635118338954549	BH	0.999791598211958	Ferredoxin hydrogenase
EC:1.12.98.1	LinDA	negative	positive	0.757110970647651	BH	0.999791598211958	Coenzyme F420 hydrogenase
EC:1.12.98.2	LinDA	negative	positive	0.346324727984243	BH	0.999791598211958	5,10-methenyltetrahydromethanopterin hydrogenase
EC:1.12.99.6	LinDA	negative	positive	0.282620948768648	BH	0.999791598211958	Hydrogenase (acceptor)
EC:1.13.11.1	LinDA	negative	positive	0.0113554882601981	BH	0.189533422233852	Catechol 1,2-dioxygenase
EC:1.13.11.11	LinDA	negative	positive	0.0397418911519662	BH	0.424883042645372	Tryptophan 2,3-dioxygenase
EC:1.13.11.15	LinDA	negative	positive	0.0014999036353206	BH	0.0809110455408616	3,4-dihydroxyphenylacetate 2,3-dioxygenase
EC:1.13.11.16	LinDA	negative	positive	0.00700562413881868	BH	0.154967782155073	3-carboxyethylcatechol 2,3-dioxygenase
EC:1.13.11.2	LinDA	negative	positive	0.234592318833397	BH	0.999791598211958	Catechol 2,3-dioxygenase
EC:1.13.11.27	LinDA	negative	positive	0.000331939842573671	BH	0.0809110455408616	4-hydroxyphenylpyruvate dioxygenase
EC:1.13.11.3	LinDA	negative	positive	0.201641322257482	BH	0.962662378409967	Protocatechuate 3,4-dioxygenase
EC:1.13.11.33	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Arachidonate 15-lipoxygenase
EC:1.13.11.4	LinDA	negative	positive	0.155875045561712	BH	0.854288309406875	Gentisate 1,2-dioxygenase
EC:1.13.11.41	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	2,4'-dihydroxyacetophenone dioxygenase
EC:1.13.11.49	LinDA	negative	positive	0.603148217944228	BH	0.999791598211958	Chlorite O(2)-lyase
EC:1.13.11.5	LinDA	negative	positive	0.0102701615573941	BH	0.187260185236113	Homogentisate 1,2-dioxygenase
EC:1.13.11.53	LinDA	negative	positive	0.00942457214765182	BH	0.177134772419369	Acireductone dioxygenase (Ni(2+)-requiring)
EC:1.13.11.54	LinDA	negative	positive	0.00942457214765182	BH	0.177134772419369	Acireductone dioxygenase (Fe(2+)-requiring)
EC:1.13.11.57	LinDA	negative	positive	0.0242758360474044	BH	0.316102375766202	Gallate dioxygenase
EC:1.13.11.75	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	All-trans-8'-apo-beta-carotenal 15,15'-oxygenase
EC:1.13.11.79	LinDA	negative	positive	0.946061740053493	BH	0.999791598211958	5,6-dimethylbenzimidazole synthase
EC:1.13.12.16	LinDA	negative	positive	0.286250636851709	BH	0.999791598211958	Nitronate monooxygenase
EC:1.13.12.4	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Lactate 2-monooxygenase
EC:1.14.11.1	LinDA	negative	positive	0.265855403898152	BH	0.999791598211958	Gamma-butyrobetaine dioxygenase
EC:1.14.11.17	LinDA	negative	positive	0.036556619223348	BH	0.409255810329676	Taurine dioxygenase
EC:1.14.11.18	LinDA	negative	positive	0.835893390323282	BH	0.999791598211958	Phytanoyl-CoA dioxygenase
EC:1.14.11.33	LinDA	negative	positive	0.00407010601135583	BH	0.107620123219015	DNA oxidative demethylase
EC:1.14.11.47	LinDA	negative	positive	0.0208234401516665	BH	0.283198786062664	50S ribosomal protein L16 3-hydroxylase
EC:1.14.12.1	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Anthranilate 1,2-dioxygenase (deaminating, decarboxylating)
EC:1.14.12.10	LinDA	negative	positive	0.0129477205035016	BH	0.210371812782557	Benzoate 1,2-dioxygenase
EC:1.14.12.17	LinDA	negative	positive	0.243840009095966	BH	0.999791598211958	Nitric oxide dioxygenase
EC:1.14.12.19	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	3-phenylpropanoate dioxygenase
EC:1.14.13.1	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Salicylate 1-monooxygenase
EC:1.14.13.113	LinDA	negative	positive	0.0109682500507751	BH	0.189533422233852	FAD-dependent urate hydroxylase
EC:1.14.13.127	LinDA	negative	positive	0.00700562413881868	BH	0.154967782155073	3-(3-hydroxy-phenyl)propanoic acid hydroxylase
EC:1.14.13.129	LinDA	negative	positive	0.0182085605566272	BH	0.265324739539425	Beta-carotene 3-hydroxylase
EC:1.14.13.149	LinDA	negative	positive	0.00267969568914794	BH	0.0943812626459325	Phenylacetyl-CoA 1,2-epoxidase
EC:1.14.13.182	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	2-heptyl-3-hydroxy-4(1H)-quinolone synthase
EC:1.14.13.2	LinDA	negative	positive	0.0113554882601981	BH	0.189533422233852	4-hydroxybenzoate 3-monooxygenase
EC:1.14.13.59	LinDA	negative	positive	0.192867429852671	BH	0.949342094395453	L-lysine N(6)-monooxygenase (NADPH)
EC:1.14.13.81	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
EC:1.14.13.82	LinDA	negative	positive	0.0134135688697003	BH	0.216029056533068	Vanillate monooxygenase
EC:1.14.13.83	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Precorrin-3B synthase
EC:1.14.13.9	LinDA	negative	positive	0.0397418911519662	BH	0.424883042645372	Kynurenine 3-monooxygenase
EC:1.14.14.5	LinDA	negative	positive	0.00422956032487709	BH	0.109372855724991	Alkanesulfonate monooxygenase
EC:1.14.14.9	LinDA	negative	positive	0.463183834404622	BH	0.999791598211958	4-hydroxyphenylacetate 3-monooxygenase
EC:1.14.15.3	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Alkane 1-monooxygenase
EC:1.14.16.1	LinDA	negative	positive	0.835893390323282	BH	0.999791598211958	Phenylalanine 4-monooxygenase
EC:1.14.19.1	LinDA	negative	positive	0.169096631327354	BH	0.879494093815926	Stearoyl-CoA 9-desaturase
EC:1.14.19.2	LinDA	negative	positive	0.0301387317546278	BH	0.367662295822248	Stearoyl-[acyl-carrier-protein] 9-desaturase
EC:1.14.19.3	LinDA	negative	positive	0.00430164129556381	BH	0.109691853036877	Acyl-CoA 6-desaturase
EC:1.14.99.46	LinDA	negative	positive	0.00410316373928708	BH	0.107620123219015	Pyrimidine monooxygenase
EC:1.14.99.50	LinDA	negative	positive	0.182829276175406	BH	0.92472328115164	Gamma-glutamyl hercynylcysteine S-oxide synthase
EC:1.15.1.1	LinDA	negative	positive	0.790498522339935	BH	0.999791598211958	Superoxide dismutase
EC:1.15.1.2	LinDA	negative	positive	0.759398679453397	BH	0.999791598211958	Superoxide reductase
EC:1.16.1.1	LinDA	negative	positive	0.52195953863504	BH	0.999791598211958	Mercury(II) reductase
EC:1.16.1.10	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Ferric-chelate reductase (NAD(P)H)
EC:1.16.1.3	LinDA	negative	positive	0.00185003088177889	BH	0.0809110455408616	Aquacobalamin reductase
EC:1.16.1.9	LinDA	negative	positive	0.00382757208465461	BH	0.107620123219015	Ferric-chelate reductase (NADPH)
EC:1.16.3.1	LinDA	negative	positive	0.998163287712071	BH	0.999791598211958	Ferroxidase
EC:1.16.3.2	LinDA	negative	positive	0.52909177270826	BH	0.999791598211958	Bacterial non-heme ferritin
EC:1.17.1.1	LinDA	negative	positive	0.985778252679955	BH	0.999791598211958	CDP-4-dehydro-6-deoxyglucose reductase
EC:1.17.1.2	LinDA	negative	positive	0.949061189646113	BH	0.999791598211958	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EC:1.17.1.4	LinDA	negative	positive	0.104615644199216	BH	0.727554252840002	Xanthine dehydrogenase
EC:1.17.1.8	LinDA	negative	positive	0.88358002526127	BH	0.999791598211958	4-hydroxy-tetrahydrodipicolinate reductase
EC:1.17.2.1	LinDA	negative	positive	0.970295256963683	BH	0.999791598211958	Nicotinate dehydrogenase (cytochrome)
EC:1.17.4.1	LinDA	negative	positive	0.778501779697194	BH	0.999791598211958	Ribonucleoside-diphosphate reductase
EC:1.17.4.2	LinDA	negative	positive	0.835713677529559	BH	0.999791598211958	Ribonucleoside-triphosphate reductase
EC:1.17.7.1	LinDA	negative	positive	0.96623819425976	BH	0.999791598211958	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)
EC:1.17.7.3	LinDA	negative	positive	0.96623819425976	BH	0.999791598211958	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
EC:1.17.99.6	LinDA	negative	positive	0.607906529187344	BH	0.999791598211958	Epoxyqueuosine reductase
EC:1.18.1.1	LinDA	negative	positive	0.617717323103431	BH	0.999791598211958	Rubredoxin--NAD(+) reductase
EC:1.18.1.2	LinDA	negative	positive	0.881606444026728	BH	0.999791598211958	Ferredoxin--NADP(+) reductase
EC:1.18.1.3	LinDA	negative	positive	0.222619336695298	BH	0.999791598211958	Ferredoxin--NAD(+) reductase
EC:1.18.6.1	LinDA	negative	positive	0.57396134463557	BH	0.999791598211958	Nitrogenase
EC:1.2.1.10	LinDA	negative	positive	0.954805551760415	BH	0.999791598211958	Acetaldehyde dehydrogenase (acetylating)
EC:1.2.1.11	LinDA	negative	positive	0.83762489027245	BH	0.999791598211958	Aspartate-semialdehyde dehydrogenase
EC:1.2.1.12	LinDA	negative	positive	0.715446292400973	BH	0.999791598211958	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
EC:1.2.1.16	LinDA	negative	positive	0.102147248717109	BH	0.71581049100997	Succinate-semialdehyde dehydrogenase (NAD(P)(+))
EC:1.2.1.18	LinDA	negative	positive	0.638564404220071	BH	0.999791598211958	Malonate-semialdehyde dehydrogenase (acetylating)
EC:1.2.1.19	LinDA	negative	positive	0.00168900993078726	BH	0.0809110455408616	Aminobutyraldehyde dehydrogenase
EC:1.2.1.2	LinDA	negative	positive	0.0135939941517105	BH	0.217031071848178	Formate dehydrogenase
EC:1.2.1.20	LinDA	negative	positive	0.136302030027008	BH	0.817812180162048	Glutarate-semialdehyde dehydrogenase
EC:1.2.1.21	LinDA	negative	positive	0.690752178082686	BH	0.999791598211958	Glycolaldehyde dehydrogenase
EC:1.2.1.22	LinDA	negative	positive	0.95653551826936	BH	0.999791598211958	Lactaldehyde dehydrogenase
EC:1.2.1.24	LinDA	negative	positive	0.00407010601135583	BH	0.107620123219015	Succinate-semialdehyde dehydrogenase (NAD(+))
EC:1.2.1.27	LinDA	negative	positive	0.638564404220071	BH	0.999791598211958	Methylmalonate-semialdehyde dehydrogenase (CoA acylating)
