feature	method	group1	group2	p_values	adj_method	p_adjust	description
EC:1.1.1.219	edgeR	negative	positive	0.803040968099588	BH	1	Dihydrokaempferol 4-reductase
EC:1.1.1.22	edgeR	negative	positive	0.987495313808945	BH	1	UDP-glucose 6-dehydrogenase
EC:1.1.1.220	edgeR	negative	positive	0.00794596700207792	BH	0.0475205062404399	6-pyruvoyltetrahydropterin 2'-reductase
EC:1.1.1.23	edgeR	negative	positive	0.976932778222116	BH	1	Histidinol dehydrogenase
EC:1.1.1.25	edgeR	negative	positive	0.973347673552112	BH	1	Shikimate dehydrogenase
EC:1.1.1.251	edgeR	negative	positive	1.02687514194557e-11	BH	1.79556453391625e-10	Galactitol-1-phosphate 5-dehydrogenase
EC:1.1.1.26	edgeR	negative	positive	0.046840238775448	BH	0.223373190627851	Glyoxylate reductase
EC:1.1.1.261	edgeR	negative	positive	0.937343434253873	BH	1	sn-glycerol-1-phosphate dehydrogenase
EC:1.1.1.262	edgeR	negative	positive	0.895818468500399	BH	1	4-hydroxythreonine-4-phosphate dehydrogenase
EC:1.1.1.264	edgeR	negative	positive	2.25209953250672e-11	BH	3.82856920526142e-10	L-idonate 5-dehydrogenase (NAD(P)(+))
EC:1.1.1.267	edgeR	negative	positive	0.991020670643443	BH	1	1-deoxy-D-xylulose-5-phosphate reductoisomerase
EC:1.1.1.27	edgeR	negative	positive	0.86983846323885	BH	1	L-lactate dehydrogenase
EC:1.1.1.271	edgeR	negative	positive	0.702503717144521	BH	1	GDP-L-fucose synthase
EC:1.1.1.28	edgeR	negative	positive	0.931894339303579	BH	1	D-lactate dehydrogenase
EC:1.1.1.281	edgeR	negative	positive	0.763203965949824	BH	1	GDP-4-dehydro-6-deoxy-D-mannose reductase
EC:1.1.1.282	edgeR	negative	positive	0.855274426750633	BH	1	Quinate/shikimate dehydrogenase
EC:1.1.1.284	edgeR	negative	positive	0.612352049259221	BH	1	S-(hydroxymethyl)glutathione dehydrogenase
EC:1.1.1.287	edgeR	negative	positive	0.058672675912052	BH	0.266641170729028	D-arabinitol dehydrogenase (NADP(+))
EC:1.1.1.289	edgeR	negative	positive	0.048881456419469	BH	0.229968782083215	Sorbose reductase
EC:1.1.1.29	edgeR	negative	positive	0.907857301450816	BH	1	Glycerate dehydrogenase
EC:1.1.1.290	edgeR	negative	positive	0.746645317612	BH	1	4-phosphoerythronate dehydrogenase
EC:1.1.1.291	edgeR	negative	positive	0.000252212679119353	BH	0.00210482944937787	2-hydroxymethylglutarate dehydrogenase
EC:1.1.1.3	edgeR	negative	positive	0.983898985443781	BH	1	Homoserine dehydrogenase
EC:1.1.1.30	edgeR	negative	positive	0.458013920517579	BH	1	3-hydroxybutyrate dehydrogenase
EC:1.1.1.302	edgeR	negative	positive	0.848414825777692	BH	1	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase
EC:1.1.1.303	edgeR	negative	positive	0.676310839523842	BH	1	Diacetyl reductase ((R)-acetoin forming)
EC:1.1.1.304	edgeR	negative	positive	0.0412085410815792	BH	0.200686688132041	Diacetyl reductase ((S)-acetoin forming)
EC:1.1.1.305	edgeR	negative	positive	0.0253349939552643	BH	0.133276273852851	UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating)
EC:1.1.1.306	edgeR	negative	positive	1	BH	1	S-(hydroxymethyl)mycothiol dehydrogenase
EC:1.1.1.308	edgeR	negative	positive	0.326357015560097	BH	0.982913752911065	Sulfopropanediol 3-dehydrogenase
EC:1.1.1.31	edgeR	negative	positive	0.838192820887578	BH	1	3-hydroxyisobutyrate dehydrogenase
EC:1.1.1.310	edgeR	negative	positive	0.005378171538041	BH	0.0346467471713799	(S)-sulfolactate dehydrogenase
EC:1.1.1.313	edgeR	negative	positive	5.99827912852168e-26	BH	2.62210487618233e-24	Sulfoacetaldehyde reductase
EC:1.1.1.320	edgeR	negative	positive	0.591922446574381	BH	1	Benzil reductase ((S)-benzoin forming)
EC:1.1.1.333	edgeR	negative	positive	4.13098992663752e-06	BH	4.05588101888047e-05	Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase
EC:1.1.1.335	edgeR	negative	positive	0.850339570347213	BH	1	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase
EC:1.1.1.336	edgeR	negative	positive	0.944431154430816	BH	1	UDP-N-acetyl-D-mannosamine dehydrogenase
EC:1.1.1.337	edgeR	negative	positive	0.969046416861203	BH	1	L-2-hydroxycarboxylate dehydrogenase (NAD(+))
EC:1.1.1.339	edgeR	negative	positive	0.00347879729016607	BH	0.0241021578292261	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))
EC:1.1.1.34	edgeR	negative	positive	0.249296240471881	BH	0.801590013146013	Hydroxymethylglutaryl-CoA reductase (NADPH)
EC:1.1.1.343	edgeR	negative	positive	0.859678535675971	BH	1	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)
EC:1.1.1.346	edgeR	negative	positive	0.374623849559777	BH	1	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)
EC:1.1.1.35	edgeR	negative	positive	0.134576690283595	BH	0.531360867442323	3-hydroxyacyl-CoA dehydrogenase
EC:1.1.1.350	edgeR	negative	positive	0.655648134766589	BH	1	Ureidoglycolate dehydrogenase (NAD(+))
EC:1.1.1.36	edgeR	negative	positive	0.3451994341338	BH	0.993395236786296	Acetoacetyl-CoA reductase
EC:1.1.1.363	edgeR	negative	positive	0.928246542306693	BH	1	Glucose-6-phosphate dehydrogenase (NAD(P)(+))
EC:1.1.1.367	edgeR	negative	positive	0.966429715197744	BH	1	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
EC:1.1.1.369	edgeR	negative	positive	0.990460414538599	BH	1	D-chiro-inositol 1-dehydrogenase
EC:1.1.1.37	edgeR	negative	positive	0.951321472821384	BH	1	Malate dehydrogenase
EC:1.1.1.370	edgeR	negative	positive	0.115254954826841	BH	0.464052844434386	Scyllo-inositol 2-dehydrogenase (NAD(+))
EC:1.1.1.373	edgeR	negative	positive	1.37912888100358e-28	BH	3.16510078190322e-26	Sulfolactaldehyde 3-reductase
EC:1.1.1.374	edgeR	negative	positive	0.340619578405819	BH	0.983298028228119	UDP-N-acetylglucosamine 3-dehydrogenase
EC:1.1.1.38	edgeR	negative	positive	0.917280093346695	BH	1	Malate dehydrogenase (oxaloacetate-decarboxylating)
EC:1.1.1.380	edgeR	negative	positive	0.893866138215498	BH	1	L-gulonate 5-dehydrogenase
EC:1.1.1.381	edgeR	negative	positive	0.100710880102348	BH	0.417393173516729	3-hydroxy acid dehydrogenase
EC:1.1.1.39	edgeR	negative	positive	7.32549147160569e-18	BH	2.06916959105662e-16	Malate dehydrogenase (decarboxylating)
EC:1.1.1.4	edgeR	negative	positive	0.676310839523842	BH	1	(R,R)-butanediol dehydrogenase
EC:1.1.1.40	edgeR	negative	positive	0.993718203843023	BH	1	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))
EC:1.1.1.41	edgeR	negative	positive	0.548392768568707	BH	1	Isocitrate dehydrogenase (NAD(+))
EC:1.1.1.42	edgeR	negative	positive	0.940339230911663	BH	1	Isocitrate dehydrogenase (NADP(+))
EC:1.1.1.43	edgeR	negative	positive	1	BH	1	Phosphogluconate 2-dehydrogenase
EC:1.1.1.44	edgeR	negative	positive	0.859678535675971	BH	1	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)
EC:1.1.1.47	edgeR	negative	positive	0.130517949498058	BH	0.519806844421767	Glucose 1-dehydrogenase (NAD(P)(+))
EC:1.1.1.49	edgeR	negative	positive	0.928246542306693	BH	1	Glucose-6-phosphate dehydrogenase (NADP(+))
EC:1.1.1.56	edgeR	negative	positive	1.18894612373715e-27	BH	9.0954378465892e-26	Ribitol 2-dehydrogenase
EC:1.1.1.57	edgeR	negative	positive	0.962397974532509	BH	1	Fructuronate reductase
EC:1.1.1.58	edgeR	negative	positive	0.820524778615307	BH	1	Tagaturonate reductase
EC:1.1.1.6	edgeR	negative	positive	0.752870560048744	BH	1	Glycerol dehydrogenase
EC:1.1.1.60	edgeR	negative	positive	0.886300422723533	BH	1	2-hydroxy-3-oxopropionate reductase
EC:1.1.1.61	edgeR	negative	positive	0.413238000283939	BH	1	4-hydroxybutyrate dehydrogenase
EC:1.1.1.67	edgeR	negative	positive	0.627857297257855	BH	1	Mannitol 2-dehydrogenase
EC:1.1.1.69	edgeR	negative	positive	0.871670814947759	BH	1	Gluconate 5-dehydrogenase
EC:1.1.1.76	edgeR	negative	positive	0.0412085410815792	BH	0.200686688132041	(S,S)-butanediol dehydrogenase
EC:1.1.1.77	edgeR	negative	positive	0.951581037423429	BH	1	Lactaldehyde reductase
EC:1.1.1.79	edgeR	negative	positive	0.568289420735771	BH	1	Glyoxylate reductase (NADP(+))
EC:1.1.1.81	edgeR	negative	positive	0.521965281718083	BH	1	Hydroxypyruvate reductase
EC:1.1.1.83	edgeR	negative	positive	0.191412922207947	BH	0.683723978937336	D-malate dehydrogenase (decarboxylating)
EC:1.1.1.85	edgeR	negative	positive	0.956890032787011	BH	1	3-isopropylmalate dehydrogenase
EC:1.1.1.86	edgeR	negative	positive	0.998775456799138	BH	1	Ketol-acid reductoisomerase (NADP(+))
EC:1.1.1.87	edgeR	negative	positive	0.340619578405819	BH	0.983298028228119	Homoisocitrate dehydrogenase
EC:1.1.1.88	edgeR	negative	positive	0.859225927943093	BH	1	Hydroxymethylglutaryl-CoA reductase
EC:1.1.1.9	edgeR	negative	positive	0.276510233517872	BH	0.86338909649458	D-xylulose reductase
EC:1.1.1.90	edgeR	negative	positive	0.00881472025558079	BH	0.0520380269750686	Aryl-alcohol dehydrogenase
EC:1.1.1.91	edgeR	negative	positive	0.148629001163933	BH	0.569387418118971	Aryl-alcohol dehydrogenase (NADP(+))
EC:1.1.1.93	edgeR	negative	positive	0.191412922207947	BH	0.683723978937336	Tartrate dehydrogenase
EC:1.1.1.94	edgeR	negative	positive	0.997581091488474	BH	1	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))
EC:1.1.1.95	edgeR	negative	positive	0.926509999771511	BH	1	Phosphoglycerate dehydrogenase
EC:1.1.2.3	edgeR	negative	positive	2.79649556917804e-06	BH	2.80566440710977e-05	L-lactate dehydrogenase (cytochrome)
EC:1.1.2.4	edgeR	negative	positive	0.571187648913244	BH	1	D-lactate dehydrogenase (cytochrome)
EC:1.1.2.8	edgeR	negative	positive	1	BH	1	Alcohol dehydrogenase (cytochrome c)
EC:1.1.3.15	edgeR	negative	positive	0.895992735148554	BH	1	(S)-2-hydroxy-acid oxidase
EC:1.1.3.21	edgeR	negative	positive	0.0691381528326966	BH	0.302953815276446	Glycerol-3-phosphate oxidase
EC:1.1.3.46	edgeR	negative	positive	1	BH	1	4-hydroxymandelate oxidase
EC:1.1.3.48	edgeR	negative	positive	0.139086901156559	BH	0.545648612229578	3-deoxy-alpha-D-manno-octulosonate 8-oxidase
EC:1.1.5.2	edgeR	negative	positive	3.99380966490414e-09	BH	6.01035618423279e-08	Quinoprotein glucose dehydrogenase (PQQ, quinone)
EC:1.1.5.3	edgeR	negative	positive	0.860441843457069	BH	1	Glycerol-3-phosphate dehydrogenase
EC:1.1.5.4	edgeR	negative	positive	7.42377125532554e-07	BH	7.78859658558725e-06	Malate dehydrogenase (quinone)
EC:1.1.5.6	edgeR	negative	positive	4.44994886905021e-09	BH	6.64236270209446e-08	Formate dehydrogenase-N
EC:1.1.5.8	edgeR	negative	positive	7.35053159036678e-26	BH	3.06717636361668e-24	Quinate dehydrogenase (quinone)
EC:1.1.99.1	edgeR	negative	positive	1.76104982493769e-08	BH	2.18465370174703e-07	Choline dehydrogenase
EC:1.1.99.3	edgeR	negative	positive	3.35199758568405e-30	BH	3.07713378365796e-27	Gluconate 2-dehydrogenase (acceptor)
EC:1.10.2.2	edgeR	negative	positive	0.211813384184978	BH	0.743574327655104	Quinol--cytochrome-c reductase
EC:1.10.9.1	edgeR	negative	positive	6.02668324492677e-15	BH	1.27183798134317e-13	Plastoquinol--plastocyanin reductase
EC:1.11.1.1	edgeR	negative	positive	0.00466741479451924	BH	0.030584813635983	NADH peroxidase
EC:1.11.1.10	edgeR	negative	positive	0.308435952683497	BH	0.940890847044518	Chloride peroxidase
EC:1.11.1.15	edgeR	negative	positive	0.973757926211061	BH	1	Peroxiredoxin
EC:1.11.1.21	edgeR	negative	positive	7.02604288180225e-06	BH	6.7186535057234e-05	Catalase peroxidase
EC:1.11.1.5	edgeR	negative	positive	0.330798014005807	BH	0.983298028228119	Cytochrome-c peroxidase
EC:1.11.1.6	edgeR	negative	positive	0.875935044977351	BH	1	Catalase
EC:1.11.1.9	edgeR	negative	positive	0.735435894166602	BH	1	Glutathione peroxidase
EC:1.11.2.4	edgeR	negative	positive	1.56930881826871e-10	BH	2.57254552709049e-09	Fatty-acid peroxygenase
EC:1.12.1.2	edgeR	negative	positive	0.552821228816561	BH	1	Hydrogen dehydrogenase
EC:1.12.1.3	edgeR	negative	positive	0.87251984016745	BH	1	Hydrogen dehydrogenase (NADP(+))
EC:1.12.2.1	edgeR	negative	positive	0.133091039820806	BH	0.528907249158008	Cytochrome-c3 hydrogenase
EC:1.12.5.1	edgeR	negative	positive	0.00770802536597854	BH	0.0468607105031013	Hydrogen:quinone oxidoreductase
EC:1.12.7.2	edgeR	negative	positive	0.897640428002795	BH	1	Ferredoxin hydrogenase
EC:1.12.98.1	edgeR	negative	positive	0.505129797844008	BH	1	Coenzyme F420 hydrogenase
EC:1.12.98.2	edgeR	negative	positive	0.332877633923299	BH	0.983298028228119	5,10-methenyltetrahydromethanopterin hydrogenase
EC:1.12.99.6	edgeR	negative	positive	0.69433169412809	BH	1	Hydrogenase (acceptor)
EC:1.13.11.1	edgeR	negative	positive	7.95784592525458e-27	BH	5.41133522917311e-25	Catechol 1,2-dioxygenase
EC:1.13.11.11	edgeR	negative	positive	2.24214690846199e-19	BH	6.97725715921392e-18	Tryptophan 2,3-dioxygenase
EC:1.13.11.15	edgeR	negative	positive	3.61320227121143e-28	BH	3.93349951388822e-26	3,4-dihydroxyphenylacetate 2,3-dioxygenase
EC:1.13.11.16	edgeR	negative	positive	1.64839424004131e-26	BH	9.17106613550256e-25	3-carboxyethylcatechol 2,3-dioxygenase
EC:1.13.11.2	edgeR	negative	positive	0.0254480662904186	BH	0.133276273852851	Catechol 2,3-dioxygenase
EC:1.13.11.27	edgeR	negative	positive	2.98989096514235e-09	BH	4.53672711735649e-08	4-hydroxyphenylpyruvate dioxygenase
EC:1.13.11.3	edgeR	negative	positive	9.41998999904731e-15	BH	1.94326984699448e-13	Protocatechuate 3,4-dioxygenase
EC:1.13.11.33	edgeR	negative	positive	1	BH	1	Arachidonate 15-lipoxygenase
EC:1.13.11.4	edgeR	negative	positive	0.730889074249623	BH	1	Gentisate 1,2-dioxygenase
EC:1.13.11.41	edgeR	negative	positive	1	BH	1	2,4'-dihydroxyacetophenone dioxygenase
EC:1.13.11.49	edgeR	negative	positive	0.597774185633899	BH	1	Chlorite O(2)-lyase
EC:1.13.11.5	edgeR	negative	positive	5.72184459704146e-06	BH	5.52910877903585e-05	Homogentisate 1,2-dioxygenase
EC:1.13.11.53	edgeR	negative	positive	1.03774990123749e-27	BH	8.28395138553057e-26	Acireductone dioxygenase (Ni(2+)-requiring)
EC:1.13.11.54	edgeR	negative	positive	1.03774990123749e-27	BH	8.28395138553057e-26	Acireductone dioxygenase (Fe(2+)-requiring)
EC:1.13.11.57	edgeR	negative	positive	7.30729345710985e-26	BH	3.06717636361668e-24	Gallate dioxygenase
EC:1.13.11.75	edgeR	negative	positive	6.02668324492677e-15	BH	1.27183798134317e-13	All-trans-8'-apo-beta-carotenal 15,15'-oxygenase
EC:1.13.11.79	edgeR	negative	positive	0.151108489073225	BH	0.569387418118971	5,6-dimethylbenzimidazole synthase
EC:1.13.12.16	edgeR	negative	positive	0.668854977198959	BH	1	Nitronate monooxygenase
EC:1.13.12.4	edgeR	negative	positive	0.0233957424225311	BH	0.125232020664044	Lactate 2-monooxygenase
EC:1.14.11.1	edgeR	negative	positive	0.000328497731471295	BH	0.00263371980341178	Gamma-butyrobetaine dioxygenase
EC:1.14.11.17	edgeR	negative	positive	0.00113705785260363	BH	0.00855589433352567	Taurine dioxygenase
EC:1.14.11.18	edgeR	negative	positive	0.823285735142161	BH	1	Phytanoyl-CoA dioxygenase
EC:1.14.11.33	edgeR	negative	positive	2.0326725161386e-08	BH	2.48799115975365e-07	DNA oxidative demethylase
EC:1.14.11.47	edgeR	negative	positive	1.34329898434796e-07	BH	1.53186145047382e-06	50S ribosomal protein L16 3-hydroxylase
EC:1.14.12.1	edgeR	negative	positive	1	BH	1	Anthranilate 1,2-dioxygenase (deaminating, decarboxylating)
EC:1.14.12.10	edgeR	negative	positive	2.63391855784274e-28	BH	3.93349951388822e-26	Benzoate 1,2-dioxygenase
EC:1.14.12.17	edgeR	negative	positive	0.333384998306305	BH	0.983298028228119	Nitric oxide dioxygenase
EC:1.14.12.19	edgeR	negative	positive	4.1473725213922e-18	BH	1.24829113922559e-16	3-phenylpropanoate dioxygenase
EC:1.14.13.1	edgeR	negative	positive	6.02668324492677e-15	BH	1.27183798134317e-13	Salicylate 1-monooxygenase
EC:1.14.13.113	edgeR	negative	positive	6.49974202454899e-27	BH	4.58981782964306e-25	FAD-dependent urate hydroxylase
EC:1.14.13.127	edgeR	negative	positive	5.51309381467765e-27	BH	4.04881609749927e-25	3-(3-hydroxy-phenyl)propanoic acid hydroxylase
EC:1.14.13.129	edgeR	negative	positive	7.32876169529141e-05	BH	0.000640743165359763	Beta-carotene 3-hydroxylase
EC:1.14.13.149	edgeR	negative	positive	5.78769305788987e-26	BH	2.62210487618233e-24	Phenylacetyl-CoA 1,2-epoxidase
EC:1.14.13.182	edgeR	negative	positive	1	BH	1	2-heptyl-3-hydroxy-4(1H)-quinolone synthase
EC:1.14.13.2	edgeR	negative	positive	3.47372707494642e-26	BH	1.63532382297478e-24	4-hydroxybenzoate 3-monooxygenase
EC:1.14.13.59	edgeR	negative	positive	1.07942565734218e-24	BH	4.21665001463881e-23	L-lysine N(6)-monooxygenase (NADPH)
EC:1.14.13.81	edgeR	negative	positive	6.02668324492677e-15	BH	1.27183798134317e-13	Magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
EC:1.14.13.82	edgeR	negative	positive	4.28485785826603e-28	BH	3.93349951388822e-26	Vanillate monooxygenase
EC:1.14.13.83	edgeR	negative	positive	1	BH	1	Precorrin-3B synthase
EC:1.14.13.9	edgeR	negative	positive	2.24214690846199e-19	BH	6.97725715921392e-18	Kynurenine 3-monooxygenase
EC:1.14.14.5	edgeR	negative	positive	1.72199937066344e-09	BH	2.70221439704109e-08	Alkanesulfonate monooxygenase
EC:1.14.14.9	edgeR	negative	positive	0.0593036029785755	BH	0.268180825292277	4-hydroxyphenylacetate 3-monooxygenase
EC:1.14.15.3	edgeR	negative	positive	1	BH	1	Alkane 1-monooxygenase
EC:1.14.16.1	edgeR	negative	positive	0.823285735142161	BH	1	Phenylalanine 4-monooxygenase
EC:1.14.19.1	edgeR	negative	positive	0.0596524753420691	BH	0.269095687292479	Stearoyl-CoA 9-desaturase
EC:1.14.19.2	edgeR	negative	positive	5.2715501159311e-07	BH	5.56239426025833e-06	Stearoyl-[acyl-carrier-protein] 9-desaturase
EC:1.14.19.3	edgeR	negative	positive	4.0700953963099e-08	BH	4.7901891971955e-07	Acyl-CoA 6-desaturase
EC:1.14.99.46	edgeR	negative	positive	3.60574110617684e-08	BH	4.35535570456624e-07	Pyrimidine monooxygenase
EC:1.14.99.50	edgeR	negative	positive	0.0483091580957967	BH	0.22878083677816	Gamma-glutamyl hercynylcysteine S-oxide synthase
EC:1.15.1.1	edgeR	negative	positive	0.955343922908518	BH	1	Superoxide dismutase
EC:1.15.1.2	edgeR	negative	positive	0.925194155162271	BH	1	Superoxide reductase
EC:1.16.1.1	edgeR	negative	positive	0.162069505080791	BH	0.603569191335359	Mercury(II) reductase
EC:1.16.1.10	edgeR	negative	positive	0.0381251115867535	BH	0.190678136935015	Ferric-chelate reductase (NAD(P)H)
EC:1.16.1.3	edgeR	negative	positive	1.40945194177352e-08	BH	1.77243408568232e-07	Aquacobalamin reductase
EC:1.16.1.9	edgeR	negative	positive	1.0303778068425e-08	BH	1.4331618586082e-07	Ferric-chelate reductase (NADPH)
EC:1.16.3.1	edgeR	negative	positive	0.813438444780719	BH	1	Ferroxidase
EC:1.16.3.2	edgeR	negative	positive	0.891442645366304	BH	1	Bacterial non-heme ferritin
EC:1.17.1.1	edgeR	negative	positive	0.929226902547609	BH	1	CDP-4-dehydro-6-deoxyglucose reductase
EC:1.17.1.2	edgeR	negative	positive	0.997585422030188	BH	1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EC:1.17.1.4	edgeR	negative	positive	0.619091626830006	BH	1	Xanthine dehydrogenase
EC:1.17.1.8	edgeR	negative	positive	0.98936434256126	BH	1	4-hydroxy-tetrahydrodipicolinate reductase
EC:1.17.2.1	edgeR	negative	positive	1	BH	1	Nicotinate dehydrogenase (cytochrome)
EC:1.17.4.1	edgeR	negative	positive	0.993601449773235	BH	1	Ribonucleoside-diphosphate reductase
EC:1.17.4.2	edgeR	negative	positive	0.945334261420038	BH	1	Ribonucleoside-triphosphate reductase
EC:1.17.7.1	edgeR	negative	positive	0.987478206439722	BH	1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)
EC:1.17.7.3	edgeR	negative	positive	0.987478206439722	BH	1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
EC:1.17.99.6	edgeR	negative	positive	0.889471105562179	BH	1	Epoxyqueuosine reductase
EC:1.18.1.1	edgeR	negative	positive	0.64161403588	BH	1	Rubredoxin--NAD(+) reductase
EC:1.18.1.2	edgeR	negative	positive	0.951712441003997	BH	1	Ferredoxin--NADP(+) reductase
EC:1.18.1.3	edgeR	negative	positive	2.71220772156255e-09	BH	4.22001133626173e-08	Ferredoxin--NAD(+) reductase
EC:1.18.6.1	edgeR	negative	positive	0.869921672810294	BH	1	Nitrogenase
EC:1.2.1.10	edgeR	negative	positive	0.997558196245087	BH	1	Acetaldehyde dehydrogenase (acetylating)
EC:1.2.1.11	edgeR	negative	positive	0.98381349141713	BH	1	Aspartate-semialdehyde dehydrogenase
EC:1.2.1.12	edgeR	negative	positive	0.956983471253934	BH	1	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
EC:1.2.1.16	edgeR	negative	positive	0.00114493867218674	BH	0.00858003021279533	Succinate-semialdehyde dehydrogenase (NAD(P)(+))
EC:1.2.1.18	edgeR	negative	positive	0.151340446646001	BH	0.569387418118971	Malonate-semialdehyde dehydrogenase (acetylating)
EC:1.2.1.19	edgeR	negative	positive	5.12139260676269e-09	BH	7.52230146081304e-08	Aminobutyraldehyde dehydrogenase
EC:1.2.1.2	edgeR	negative	positive	0.363152713683768	BH	1	Formate dehydrogenase
EC:1.2.1.20	edgeR	negative	positive	0.00362112004155531	BH	0.0247151538895745	Glutarate-semialdehyde dehydrogenase
EC:1.2.1.21	edgeR	negative	positive	0.723744269648869	BH	1	Glycolaldehyde dehydrogenase
EC:1.2.1.22	edgeR	negative	positive	0.750192670926719	BH	1	Lactaldehyde dehydrogenase
EC:1.2.1.24	edgeR	negative	positive	2.0326725161386e-08	BH	2.48799115975365e-07	Succinate-semialdehyde dehydrogenase (NAD(+))
EC:1.2.1.27	edgeR	negative	positive	0.151340446646001	BH	0.569387418118971	Methylmalonate-semialdehyde dehydrogenase (CoA acylating)
EC:1.2.1.28	edgeR	negative	positive	8.72555233827763e-10	BH	1.40527316605945e-08	Benzaldehyde dehydrogenase (NAD(+))
EC:1.2.1.3	edgeR	negative	positive	0.91332779071786	BH	1	Aldehyde dehydrogenase (NAD(+))
EC:1.2.1.38	edgeR	negative	positive	0.976915831582683	BH	1	N-acetyl-gamma-glutamyl-phosphate reductase
EC:1.2.1.39	edgeR	negative	positive	2.78567393833294e-28	BH	3.93349951388822e-26	Phenylacetaldehyde dehydrogenase
EC:1.2.1.4	edgeR	negative	positive	1.2011976365684e-26	BH	7.35132953579861e-25	Aldehyde dehydrogenase (NADP(+))
EC:1.2.1.41	edgeR	negative	positive	0.980168976091611	BH	1	Glutamate-5-semialdehyde dehydrogenase
EC:1.2.1.43	edgeR	negative	positive	0.886394316312549	BH	1	Formate dehydrogenase (NADP(+))
EC:1.2.1.46	edgeR	negative	positive	1	BH	1	Formaldehyde dehydrogenase
