feature	method	group1	group2	p_values	adj_method	p_adjust	description
K00020	limma voom	negative	positive	0.532933375547627	BH	0.755153739470316	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00021	limma voom	negative	positive	0.448393284238078	BH	0.689228419294253	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
K00023	limma voom	negative	positive	0.670993352767484	BH	0.853398216141271	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K00024	limma voom	negative	positive	0.745096055977347	BH	0.893251332146138	mdh; malate dehydrogenase [EC:1.1.1.37]
K00027	limma voom	negative	positive	0.879966176692245	BH	0.943295563497489	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K00028	limma voom	negative	positive	0.369245603875857	BH	0.665121061226853	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]
K00029	limma voom	negative	positive	0.747819318046174	BH	0.894864087987098	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00030	limma voom	negative	positive	0.157568672426082	BH	0.43464766976224	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00031	limma voom	negative	positive	0.55707049667351	BH	0.77603755920546	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00032	limma voom	negative	positive	0.888973784259795	BH	0.943295563497489	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]
K00033	limma voom	negative	positive	0.558298212598672	BH	0.777216240368623	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00034	limma voom	negative	positive	0.493287064949946	BH	0.724515376645233	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
K00036	limma voom	negative	positive	0.865343839312351	BH	0.943295563497489	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
K00039	limma voom	negative	positive	0.00761364431354176	BH	0.0955223136668176	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]
K00040	limma voom	negative	positive	0.61594638413616	BH	0.818137479798247	uxuB; fructuronate reductase [EC:1.1.1.57]
K00041	limma voom	negative	positive	0.173879672813118	BH	0.455381397723168	uxaB; tagaturonate reductase [EC:1.1.1.58]
K00042	limma voom	negative	positive	0.172703278690436	BH	0.453520500829093	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]
K00045	limma voom	negative	positive	0.938533663975693	BH	0.965618104089016	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]
K00046	limma voom	negative	positive	0.580196922048893	BH	0.79627205609136	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]
K00048	limma voom	negative	positive	0.617890585299778	BH	0.818494973878524	fucO; lactaldehyde reductase [EC:1.1.1.77]
K00050	limma voom	negative	positive	0.354218519037442	BH	0.658635164734866	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]
K00052	limma voom	negative	positive	0.0641348676533657	BH	0.261158678998598	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
K00053	limma voom	negative	positive	0.00185620758747084	BH	0.052951309513154	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K00054	limma voom	negative	positive	0.596863671638433	BH	0.810048208287611	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
K00055	limma voom	negative	positive	0.239068195511604	BH	0.537143624191722	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]
K00057	limma voom	negative	positive	0.0102565561162468	BH	0.114775747015143	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00058	limma voom	negative	positive	1.54576646775552e-10	BH	4.2930150536301e-08	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K00059	limma voom	negative	positive	0.939175055858993	BH	0.965618104089016	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K00060	limma voom	negative	positive	0.139688505613566	BH	0.402403002969773	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
K00064	limma voom	negative	positive	0.126506836439125	BH	0.382462528769448	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
K00065	limma voom	negative	positive	0.304885876878628	BH	0.614612190193298	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00066	limma voom	negative	positive	0.690394379056118	BH	0.860936634593816	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]
K00067	limma voom	negative	positive	0.26790121096182	BH	0.572734919166102	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
K00068	limma voom	negative	positive	0.247142216087152	BH	0.548108508273139	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
K00073	limma voom	negative	positive	0.785971361231259	BH	0.916484413587219	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]
K00074	limma voom	negative	positive	0.670856616010239	BH	0.853398216141271	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K00075	limma voom	negative	positive	0.0385707033855986	BH	0.21041696221965	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K00076	limma voom	negative	positive	0.716170748216561	BH	0.876901215250992	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]
K00077	limma voom	negative	positive	0.835967036999578	BH	0.943295563497489	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
K00078	limma voom	negative	positive	0.0921270294015455	BH	0.31910212564821	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K00082	limma voom	negative	positive	0.936077962629061	BH	0.964788595003828	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]
K00086	limma voom	negative	positive	0.45754646211853	BH	0.695235071017455	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]
K00087	limma voom	negative	positive	0.068427968261262	BH	0.271138058415247	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]
K00088	limma voom	negative	positive	0.00269502075630356	BH	0.0535828050656055	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]
K00090	limma voom	negative	positive	0.0156402926628383	BH	0.127507003683034	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
K00091	limma voom	negative	positive	0.318082306183164	BH	0.626323844917542	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00094	limma voom	negative	positive	0.179607949848319	BH	0.464411584245971	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]
K00096	limma voom	negative	positive	0.994408704967426	BH	0.996202195007538	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]
K00097	limma voom	negative	positive	0.270984652549129	BH	0.576101679566868	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00098	limma voom	negative	positive	0.149991602749139	BH	0.420003983866746	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]
K00099	limma voom	negative	positive	0.00240663565746164	BH	0.052951309513154	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
K00100	limma voom	negative	positive	0.871676566090256	BH	0.943295563497489	bdhAB; butanol dehydrogenase [EC:1.1.1.-]
K00101	limma voom	negative	positive	0.0286046373815839	BH	0.171684022005381	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K00102	limma voom	negative	positive	0.1289446684386	BH	0.386150259368441	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K00104	limma voom	negative	positive	0.316200876449315	BH	0.624632187230946	glcD; glycolate oxidase [EC:1.1.3.15]
K00105	limma voom	negative	positive	0.111132732521291	BH	0.355107399454087	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]
K00108	limma voom	negative	positive	0.261068247700592	BH	0.564123722038567	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K00111	limma voom	negative	positive	0.475118148336946	BH	0.710641832641062	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K00112	limma voom	negative	positive	0.177687521534734	BH	0.461856971166587	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
K00113	limma voom	negative	positive	0.175201191397381	BH	0.457274361143955	glpC; glycerol-3-phosphate dehydrogenase subunit C
K00114	limma voom	negative	positive	0.888973784259795	BH	0.943295563497489	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
K00116	limma voom	negative	positive	0.00269327373530975	BH	0.0535828050656055	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
K00117	limma voom	negative	positive	0.0263915584912452	BH	0.16710095583576	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
K00121	limma voom	negative	positive	0.295055674008845	BH	0.606183647677889	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K00122	limma voom	negative	positive	0.216964407966295	BH	0.514708339447644	FDH; formate dehydrogenase [EC:1.17.1.9]
K00123	limma voom	negative	positive	0.114093643827299	BH	0.360931171304974	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]
K00124	limma voom	negative	positive	0.144289669024952	BH	0.411198637006743	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit
K00125	limma voom	negative	positive	0.447959497889051	BH	0.689228419294253	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]
K00127	limma voom	negative	positive	0.330596708734754	BH	0.639223383028274	fdoI, fdsG; formate dehydrogenase subunit gamma
K00128	limma voom	negative	positive	0.275856411360143	BH	0.581602026711689	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00130	limma voom	negative	positive	0.255688499808621	BH	0.558210850088892	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]
K00131	limma voom	negative	positive	0.782412946136167	BH	0.913363221416121	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
K00132	limma voom	negative	positive	0.149089407420551	BH	0.418777824294728	E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]
K00133	limma voom	negative	positive	0.00108412938147625	BH	0.0432711922788883	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K00134	limma voom	negative	positive	9.59720023141838e-06	BH	0.00108590543359197	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
K00135	limma voom	negative	positive	0.0871208651532031	BH	0.307874183130267	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K00137	limma voom	negative	positive	0.0153851473904532	BH	0.127507003683034	prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
K00138	limma voom	negative	positive	0.0103907940155801	BH	0.115432275336717	aldB; aldehyde dehydrogenase [EC:1.2.1.-]
K00140	limma voom	negative	positive	0.490342332868396	BH	0.722273783468153	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
K00141	limma voom	negative	positive	0.126506836439125	BH	0.382462528769448	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]
K00145	limma voom	negative	positive	0.121322672484315	BH	0.375142474129132	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
K00146	limma voom	negative	positive	0.00202290222658929	BH	0.052951309513154	feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39]
K00147	limma voom	negative	positive	0.0246047428231393	BH	0.160382064235036	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K00148	limma voom	negative	positive	0.888973784259795	BH	0.943295563497489	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
K00150	limma voom	negative	positive	0.251154976007765	BH	0.552831105208092	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]
K00151	limma voom	negative	positive	0.00104840966559521	BH	0.0424154675399569	hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]
K00153	limma voom	negative	positive	0.937753075974493	BH	0.965300595459094	E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]
K00154	limma voom	negative	positive	0.888973784259795	BH	0.943295563497489	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
K00156	limma voom	negative	positive	0.676462544229694	BH	0.856681530256619	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
K00158	limma voom	negative	positive	0.0577378696087766	BH	0.242840264358983	E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]
K00161	limma voom	negative	positive	0.392920557776985	BH	0.687617377533978	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K00162	limma voom	negative	positive	0.407314471158192	BH	0.689228419294253	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
K00163	limma voom	negative	positive	0.0516482227722053	BH	0.238790329796789	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
K00164	limma voom	negative	positive	0.270448340281845	BH	0.575762842899677	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K00166	limma voom	negative	positive	0.803371999420295	BH	0.927498178684703	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]
K00167	limma voom	negative	positive	0.803371999420295	BH	0.927498178684703	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]
K00169	limma voom	negative	positive	0.305422682547883	BH	0.614612190193298	porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
K00170	limma voom	negative	positive	0.386957446406222	BH	0.682340547631174	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
K00171	limma voom	negative	positive	0.275270701848417	BH	0.580567479562937	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
K00172	limma voom	negative	positive	0.250721695142707	BH	0.552831105208092	porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
K00174	limma voom	negative	positive	0.234345339891128	BH	0.53031482471659	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K00175	limma voom	negative	positive	0.239803035414312	BH	0.537489562135527	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
K00176	limma voom	negative	positive	0.292776500277612	BH	0.603600659453872	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00177	limma voom	negative	positive	0.342645046018597	BH	0.648152051007221	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00179	limma voom	negative	positive	0.564926838397918	BH	0.783054215655916	iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
K00180	limma voom	negative	positive	0.490229817240679	BH	0.722273783468153	iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]
K00183	limma voom	negative	positive	0.515269244727681	BH	0.739383533416189	NA
K00184	limma voom	negative	positive	0.168179168541608	BH	0.448135507976112	dmsB; dimethyl sulfoxide reductase iron-sulfur subunit
K00185	limma voom	negative	positive	0.101356429414478	BH	0.336752465319446	dmsC; dimethyl sulfoxide reductase membrane subunit
K00186	limma voom	negative	positive	0.445520339272726	BH	0.689228419294253	vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.7]
K00187	limma voom	negative	positive	0.105675315777682	BH	0.346764865414413	vorB; 2-oxoisovalerate ferredoxin oxidoreductase beta subunit [EC:1.2.7.7]
K00188	limma voom	negative	positive	0.105675315777682	BH	0.346764865414413	vorD; 2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]
K00194	limma voom	negative	positive	0.87515003789443	BH	0.943295563497489	cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]
K00196	limma voom	negative	positive	0.0705073863319095	BH	0.276620166172446	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
K00197	limma voom	negative	positive	0.726202554390376	BH	0.883137826843484	cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]
K00198	limma voom	negative	positive	0.444584169111177	BH	0.689228419294253	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]
K00200	limma voom	negative	positive	0.447959497889051	BH	0.689228419294253	fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]
K00201	limma voom	negative	positive	0.447959497889051	BH	0.689228419294253	fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]
K00202	limma voom	negative	positive	0.447959497889051	BH	0.689228419294253	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]
K00203	limma voom	negative	positive	0.447959497889051	BH	0.689228419294253	fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]
K00204	limma voom	negative	positive	0.447959497889051	BH	0.689228419294253	fwdH; 4Fe-4S ferredoxin
K00205	limma voom	negative	positive	0.445520339272726	BH	0.689228419294253	fwdF, fmdF; 4Fe-4S ferredoxin
K00208	limma voom	negative	positive	0.988358318399864	BH	0.993235086418284	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00209	limma voom	negative	positive	0.213338304835133	BH	0.513592215343839	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K00210	limma voom	negative	positive	0.186560307290535	BH	0.47574435623755	NA
K00214	limma voom	negative	positive	0.0578779267261085	BH	0.242840264358983	BLVRA, bvdR; biliverdin reductase [EC:1.3.1.24]
K00215	limma voom	negative	positive	0.000133733348705037	BH	0.0111932980902435	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00216	limma voom	negative	positive	0.0283180043021864	BH	0.171480126910813	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
K00218	limma voom	negative	positive	0.710324769474857	BH	0.872658733497388	por; protochlorophyllide reductase [EC:1.3.1.33]
K00219	limma voom	negative	positive	0.588248546271994	BH	0.802814075881591	fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
K00220	limma voom	negative	positive	0.741606782363659	BH	0.891512239222349	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]
K00226	limma voom	negative	positive	0.287595956156893	BH	0.596878835638117	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00228	limma voom	negative	positive	0.000274129983362441	BH	0.0200946800826825	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	limma voom	negative	positive	0.340074533862487	BH	0.646209403076938	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	limma voom	negative	positive	0.79739885332778	BH	0.923797306377083	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00239	limma voom	negative	positive	0.84456619512554	BH	0.943295563497489	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K00240	limma voom	negative	positive	0.720512670106498	BH	0.879320029115461	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00241	limma voom	negative	positive	0.944383771204257	BH	0.96815181913725	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00242	limma voom	negative	positive	0.106611422605633	BH	0.348153817274408	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K00243	limma voom	negative	positive	0.361146871253214	BH	0.664309154068306	K00243; uncharacterized protein
K00244	limma voom	negative	positive	0.892409636085458	BH	0.943295563497489	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245	limma voom	negative	positive	0.0911717458067005	BH	0.316690941943684	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246	limma voom	negative	positive	0.0609072823617956	BH	0.251550489739667	frdC; fumarate reductase subunit C
K00247	limma voom	negative	positive	0.080667526475424	BH	0.297096011346837	frdD; fumarate reductase subunit D
K00248	limma voom	negative	positive	0.165795866443716	BH	0.444109050403816	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	limma voom	negative	positive	0.266982861883453	BH	0.571771919420925	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]
K00252	limma voom	negative	positive	0.26675238848079	BH	0.571679092815723	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	limma voom	negative	positive	0.520150288960677	BH	0.743419477321576	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	limma voom	negative	positive	0.502462783626238	BH	0.731281903970976	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K00257	limma voom	negative	positive	0.315854609886677	BH	0.624149956794177	mbtN, fadE14; acyl-ACP dehydrogenase [EC:1.3.99.-]
K00259	limma voom	negative	positive	0.713538627906503	BH	0.875270230176417	ald; alanine dehydrogenase [EC:1.4.1.1]
K00260	limma voom	negative	positive	0.818254870582648	BH	0.934570278436751	gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]
K00261	limma voom	negative	positive	0.130889939454387	BH	0.389735638433872	GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	limma voom	negative	positive	0.0396187504488477	BH	0.21235936892026	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	limma voom	negative	positive	0.116030689615416	BH	0.365060511611839	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]
K00265	limma voom	negative	positive	0.99619940202879	BH	0.996852005633132	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	limma voom	negative	positive	4.36119326856654e-05	BH	0.00429788562434541	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00274	limma voom	negative	positive	0.108163168612139	BH	0.35004076282848	MAO, aofH; monoamine oxidase [EC:1.4.3.4]
K00275	limma voom	negative	positive	0.221521498530169	BH	0.518696675750147	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	limma voom	negative	positive	0.00105408890812763	BH	0.0424154675399569	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]
K00278	limma voom	negative	positive	0.0884526697162188	BH	0.31085118334027	nadB; L-aspartate oxidase [EC:1.4.3.16]
K00281	limma voom	negative	positive	0.545448960544994	BH	0.765591649618852	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K00282	limma voom	negative	positive	0.986552271253011	BH	0.992250265498813	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K00283	limma voom	negative	positive	0.578543736523228	BH	0.795122837171962	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]
K00284	limma voom	negative	positive	0.104547588425452	BH	0.34435890311564	GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	limma voom	negative	positive	0.148004502992573	BH	0.416571505828544	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	limma voom	negative	positive	0.0284801510662858	BH	0.171611166681466	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	limma voom	negative	positive	0.339617918780892	BH	0.64583426198296	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00289	limma voom	negative	positive	0.202361129323678	BH	0.496756327909873	ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	limma voom	negative	positive	0.533431371697365	BH	0.755684136580315	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	limma voom	negative	positive	0.768223796243997	BH	0.903357851241497	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	limma voom	negative	positive	0.777061261717238	BH	0.90954871821692	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00297	limma voom	negative	positive	0.756974521715878	BH	0.898971972996514	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
